title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
Fallen,movie, Romance,2016-01-01,tt1564777,5.2,16960.0,Unknown
Stones for the Rampart,movie,Drama,2014-01-01,tt3470928,6.2,1647.0,Unknown
Stones for the Rampart,movie, War,2014-01-01,tt3470928,6.2,1647.0,Unknown
Sinister 2,movie,Horror,2015-01-01,tt2752772,5.3,63432.0,Unknown
Sinister 2,movie, Mystery,2015-01-01,tt2752772,5.3,63432.0,Unknown
Sinister 2,movie, Thriller,2015-01-01,tt2752772,5.3,63432.0,Unknown
The Light Between Oceans,movie,Drama,2016-01-01,tt2547584,7.2,61408.0,Unknown
The Light Between Oceans,movie, Romance,2016-01-01,tt2547584,7.2,61408.0,Unknown
Beasts of No Nation,movie,Drama,2015-01-01,tt1365050,7.7,88676.0,Unknown
Beasts of No Nation,movie, War,2015-01-01,tt1365050,7.7,88676.0,Unknown
The Secret Scripture,movie,Drama,2016-01-01,tt3344694,6.7,9070.0,Unknown
The Secret Scripture,movie, Romance,2016-01-01,tt3344694,6.7,9070.0,Unknown
3 Hearts,movie,Drama,2014-01-01,tt2822742,5.9,2676.0,Unknown
3 Hearts,movie, Romance,2014-01-01,tt2822742,5.9,2676.0,Unknown
Black Souls,movie,Crime,2014-01-01,tt3894190,6.8,3230.0,Unknown
Black Souls,movie, Drama,2014-01-01,tt3894190,6.8,3230.0,Unknown
The Intruder,movie,Drama,1953-01-01,tt0048211,6.7,478.0,Unknown
The Intruder,movie, War,1953-01-01,tt0048211,6.7,478.0,Unknown
Fate/stay night [Heaven's Feel] I. presage flower,movie,Action,2017-01-01,tt4054952,7.4,3929.0,Unknown
Fate/stay night [Heaven's Feel] I. presage flower,movie, Adventure,2017-01-01,tt4054952,7.4,3929.0,Unknown
Fate/stay night [Heaven's Feel] I. presage flower,movie, Animation,2017-01-01,tt4054952,7.4,3929.0,Unknown
All the Way Up,movie,Comedy,1970-01-01,tt0065384,4.5,146.0,Unknown
Confession,movie,Drama,2014-01-01,tt3957986,6.5,596.0,Unknown
Confession,movie, Thriller,2014-01-01,tt3957986,6.5,596.0,Unknown
Last Floor,movie,Drama,2013-01-01,tt2361844,5.1,158.0,Unknown
Last Floor,movie, Thriller,2013-01-01,tt2361844,5.1,158.0,Unknown
Børning,movie,Action,2014-01-01,tt3102440,6.2,5409.0,Unknown
Børning,movie, Comedy,2014-01-01,tt3102440,6.2,5409.0,Unknown
Mary Kom,movie,Action,2014-01-01,tt3001638,6.8,11699.0,Unknown
Mary Kom,movie, Biography,2014-01-01,tt3001638,6.8,11699.0,Unknown
Mary Kom,movie, Drama,2014-01-01,tt3001638,6.8,11699.0,Unknown
Still Alice,movie,Drama,2014-01-01,tt3316960,7.5,146456.0,Unknown
Top Five,movie,Comedy,2014-01-01,tt2784678,6.4,28046.0,Unknown
Top Five,movie, Romance,2014-01-01,tt2784678,6.4,28046.0,Unknown
They Have Escaped,movie,Drama,2014-01-01,tt2967988,6.2,1065.0,Unknown
They Have Escaped,movie, Mystery,2014-01-01,tt2967988,6.2,1065.0,Unknown
No Place for Jennifer,movie,Drama,1950-01-01,tt0043860,6.6,140.0,Unknown
Third Is My First,movie,Comedy,2014-01-01,tt3887724,7.1,66.0,Unknown
Third Is My First,movie, Drama,2014-01-01,tt3887724,7.1,66.0,Unknown
Third Is My First,movie, Romance,2014-01-01,tt3887724,7.1,66.0,Unknown
Tour de Force,movie,Comedy,2014-01-01,tt3273636,7.2,2123.0,Unknown
Tour de Force,movie, Drama,2014-01-01,tt3273636,7.2,2123.0,Unknown
Break Up 100,movie,Comedy,2014-01-01,tt3898860,5.8,316.0,Unknown
Break Up 100,movie, Romance,2014-01-01,tt3898860,5.8,316.0,Unknown
Bear Island,movie,Action,2014-01-01,tt4006384,6.9,221.0,Unknown
Bear Island,movie, Adventure,2014-01-01,tt4006384,6.9,221.0,Unknown
Bear Island,movie, Documentary,2014-01-01,tt4006384,6.9,221.0,Unknown
The Pirates,movie,Action,2014-01-01,tt3485166,6.5,4731.0,Unknown
The Pirates,movie, Adventure,2014-01-01,tt3485166,6.5,4731.0,Unknown
The Pirates,movie, Comedy,2014-01-01,tt3485166,6.5,4731.0,Unknown
The Janitor,movie,Action,2014-01-01,tt3887360,5.4,66.0,Unknown
The Janitor,movie, Crime,2014-01-01,tt3887360,5.4,66.0,Unknown
The Janitor,movie, Drama,2014-01-01,tt3887360,5.4,66.0,Unknown
10 000 timmar,movie,Comedy,2014-01-01,tt3013386,4.4,1207.0,Unknown
Three Brothers,movie,Comedy,2014-01-01,tt3060244,5.6,556.0,Unknown
Three Brothers,movie, Family,2014-01-01,tt3060244,5.6,556.0,Unknown
Three Brothers,movie, Fantasy,2014-01-01,tt3060244,5.6,556.0,Unknown
One Way Ticket,movie,Crime,1971-01-01,tt0067632,6.0,223.0,Unknown
One Way Ticket,movie, Drama,1971-01-01,tt0067632,6.0,223.0,Unknown
My Own Man,movie,Comedy,2014-01-01,tt3356434,6.4,470.0,Unknown
My Own Man,movie, Documentary,2014-01-01,tt3356434,6.4,470.0,Unknown
My Own Man,movie, Drama,2014-01-01,tt3356434,6.4,470.0,Unknown
I Am the Keeper,movie,Drama,2014-01-01,tt2883218,7.1,477.0,Unknown
I Am the Keeper,movie, Romance,2014-01-01,tt2883218,7.1,477.0,Unknown
The Walk,movie,Adventure,2015-01-01,tt3488710,7.3,137973.0,Unknown
The Walk,movie, Biography,2015-01-01,tt3488710,7.3,137973.0,Unknown
The Walk,movie, Drama,2015-01-01,tt3488710,7.3,137973.0,Unknown
Doraemon: New Nobita's Great Demon-Peko and the Exploration Party of Five,movie,Action,2014-01-01,tt3949650,6.9,1394.0,Unknown
Doraemon: New Nobita's Great Demon-Peko and the Exploration Party of Five,movie, Adventure,2014-01-01,tt3949650,6.9,1394.0,Unknown
Doraemon: New Nobita's Great Demon-Peko and the Exploration Party of Five,movie, Animation,2014-01-01,tt3949650,6.9,1394.0,Unknown
October Gale,movie,Drama,2014-01-01,tt2691734,5.2,2545.0,Unknown
October Gale,movie, Mystery,2014-01-01,tt2691734,5.2,2545.0,Unknown
October Gale,movie, Romance,2014-01-01,tt2691734,5.2,2545.0,Unknown
Amrutham Chandamama Lo,movie,Adventure,2014-01-01,tt6854376,5.6,115.0,Unknown
Amrutham Chandamama Lo,movie, Comedy,2014-01-01,tt6854376,5.6,115.0,Unknown
Amrutham Chandamama Lo,movie, Fantasy,2014-01-01,tt6854376,5.6,115.0,Unknown
Comic 8,movie,Action,2014-01-01,tt3524530,6.8,1108.0,Unknown
Comic 8,movie, Comedy,2014-01-01,tt3524530,6.8,1108.0,Unknown
Comic 8,movie, Crime,2014-01-01,tt3524530,6.8,1108.0,Unknown
12 Lotus,movie,Drama,2008-01-01,tt1206572,5.8,120.0,Unknown
Two for the Girl,movie,Action,2009-01-01,tt1318067,6.3,203.0,Unknown
Two for the Girl,movie, Adventure,2009-01-01,tt1318067,6.3,203.0,Unknown
Alone Man,movie,Drama,2016-01-01,tt4421802,6.3,150.0,Unknown
Alone Man,movie, Romance,2016-01-01,tt4421802,6.3,150.0,Unknown
Alone Man,movie, Sci-Fi,2016-01-01,tt4421802,6.3,150.0,Unknown
Rumble,movie,Action,2016-01-01,tt3991302,3.7,321.0,Unknown
Mission Blue,movie,Documentary,2014-01-01,tt2004304,7.9,2189.0,Unknown
Mission Blue,movie, Drama,2014-01-01,tt2004304,7.9,2189.0,Unknown
5 Flights Up,movie,Comedy,2014-01-01,tt2933544,6.2,11405.0,Unknown
5 Flights Up,movie, Drama,2014-01-01,tt2933544,6.2,11405.0,Unknown
Max Steel,movie,Action,2016-01-01,tt1472584,4.6,21025.0,Unknown
Max Steel,movie, Adventure,2016-01-01,tt1472584,4.6,21025.0,Unknown
Max Steel,movie, Fantasy,2016-01-01,tt1472584,4.6,21025.0,Unknown
Dumb But Disciplined,movie,Comedy,1979-01-01,tt0078921,4.5,191.0,Unknown
Northmen: A Viking Saga,movie,Action,2014-01-01,tt2290553,5.4,10936.0,Unknown
Northmen: A Viking Saga,movie, Drama,2014-01-01,tt2290553,5.4,10936.0,Unknown
Northmen: A Viking Saga,movie, History,2014-01-01,tt2290553,5.4,10936.0,Unknown
Paper Planes,movie,Drama,2014-01-01,tt3328716,6.2,4867.0,Unknown
Paper Planes,movie, Family,2014-01-01,tt3328716,6.2,4867.0,Unknown
Father of Four - The Return of Uncle Sofus,movie,Comedy,2014-01-01,tt3764230,3.8,152.0,Unknown
Father of Four - The Return of Uncle Sofus,movie, Family,2014-01-01,tt3764230,3.8,152.0,Unknown
The Grump,movie,Comedy,2014-01-01,tt2480454,6.7,3064.0,Unknown
The Grump,movie, Drama,2014-01-01,tt2480454,6.7,3064.0,Unknown
Kabukicho Love Hotel,movie,Drama,2014-01-01,tt3876372,6.9,865.0,Unknown
Kabukicho Love Hotel,movie, Romance,2014-01-01,tt3876372,6.9,865.0,Unknown
Margarita with a Straw,movie,Crime,2014-01-01,tt2929690,7.2,4199.0,Unknown
Margarita with a Straw,movie, Drama,2014-01-01,tt2929690,7.2,4199.0,Unknown
Mano po III: My Love,movie,Drama,2004-01-01,tt0422716,5.8,70.0,Unknown
Mano po III: My Love,movie, Romance,2004-01-01,tt0422716,5.8,70.0,Unknown
Cart,movie,Drama,2014-01-01,tt3953834,6.7,1185.0,Unknown
Scarlet Innocence,movie,Drama,2014-01-01,tt3958014,5.9,1667.0,Unknown
Scarlet Innocence,movie, Romance,2014-01-01,tt3958014,5.9,1667.0,Unknown
Scarlet Innocence,movie, Thriller,2014-01-01,tt3958014,5.9,1667.0,Unknown
Café. Waiting. Love,movie,Comedy,2014-01-01,tt3974790,6.5,1646.0,Unknown
Café. Waiting. Love,movie, Drama,2014-01-01,tt3974790,6.5,1646.0,Unknown
Café. Waiting. Love,movie, Fantasy,2014-01-01,tt3974790,6.5,1646.0,Unknown
Raja Natwarlal,movie,Crime,2014-01-01,tt3483712,6.2,4645.0,Unknown
Raja Natwarlal,movie, Thriller,2014-01-01,tt3483712,6.2,4645.0,Unknown
Shazam!,movie,Action,2019-01-01,tt0448115,7.0,397096.0,Unknown
Shazam!,movie, Adventure,2019-01-01,tt0448115,7.0,397096.0,Unknown
Shazam!,movie, Comedy,2019-01-01,tt0448115,7.0,397096.0,Unknown
The Transporter Refueled,movie,Action,2015-01-01,tt2938956,5.2,46066.0,Unknown
The Transporter Refueled,movie, Thriller,2015-01-01,tt2938956,5.2,46066.0,Unknown
Sleeping with Other People,movie,Comedy,2015-01-01,tt3165612,6.5,49559.0,Unknown
Sleeping with Other People,movie, Drama,2015-01-01,tt3165612,6.5,49559.0,Unknown
Sleeping with Other People,movie, Romance,2015-01-01,tt3165612,6.5,49559.0,Unknown
Blue Mountain State: The Rise of Thadland,movie,Comedy,2016-01-01,tt3748440,5.7,17268.0,Unknown
Blue Mountain State: The Rise of Thadland,movie, Sport,2016-01-01,tt3748440,5.7,17268.0,Unknown
A Choo,movie,Action,2020-01-01,tt12689526,5.5,465.0,Unknown
A Choo,movie, Comedy,2020-01-01,tt12689526,5.5,465.0,Unknown
A Choo,movie, Fantasy,2020-01-01,tt12689526,5.5,465.0,Unknown
The Second Twin,movie,Crime,1966-01-01,tt0060954,6.0,179.0,Unknown
The Second Twin,movie, Drama,1966-01-01,tt0060954,6.0,179.0,Unknown
The Second Twin,movie, Mystery,1966-01-01,tt0060954,6.0,179.0,Unknown
Medicinen,movie,Comedy,2014-01-01,tt3117184,5.7,1285.0,Unknown
Medicinen,movie, Drama,2014-01-01,tt3117184,5.7,1285.0,Unknown
Chagall-Malevich,movie,Biography,2014-01-01,tt3657760,6.0,132.0,Unknown
Chagall-Malevich,movie, Drama,2014-01-01,tt3657760,6.0,132.0,Unknown
Chagall-Malevich,movie, History,2014-01-01,tt3657760,6.0,132.0,Unknown
Poor Millionaires,movie,Comedy,1959-01-01,tt0053185,6.1,325.0,Unknown
"Sex, Love & Therapy",movie,Comedy,2014-01-01,tt2978426,5.4,2418.0,Unknown
"Sex, Love & Therapy",movie, Romance,2014-01-01,tt2978426,5.4,2418.0,Unknown
The Zookeeper's Wife,movie,Biography,2017-01-01,tt1730768,7.0,48003.0,Unknown
The Zookeeper's Wife,movie, Drama,2017-01-01,tt1730768,7.0,48003.0,Unknown
The Zookeeper's Wife,movie, History,2017-01-01,tt1730768,7.0,48003.0,Unknown
Jim Jefferies: BARE,movie,Comedy,2014-01-01,tt3958494,8.0,5935.0,Unknown
Het sacrament,movie,Comedy,1989-01-01,tt0100537,6.3,288.0,Unknown
Het sacrament,movie, Drama,1989-01-01,tt0100537,6.3,288.0,Unknown
Grace: The Possession,movie,Horror,2014-01-01,tt3068192,4.6,3992.0,Unknown
Grace: The Possession,movie, Thriller,2014-01-01,tt3068192,4.6,3992.0,Unknown
Operation Rogue,movie,Action,2014-01-01,tt3560658,4.4,776.0,Unknown
Operation Rogue,movie, Crime,2014-01-01,tt3560658,4.4,776.0,Unknown
Operation Rogue,movie, Thriller,2014-01-01,tt3560658,4.4,776.0,Unknown
The Rewrite,movie,Comedy,2014-01-01,tt2509850,6.3,23049.0,Unknown
The Rewrite,movie, Romance,2014-01-01,tt2509850,6.3,23049.0,Unknown
Winterkartoffelknödel,movie,Comedy,2014-01-01,tt4129876,6.9,2587.0,Unknown
Winterkartoffelknödel,movie, Crime,2014-01-01,tt4129876,6.9,2587.0,Unknown
Modern Boy,movie,Drama,2008-01-01,tt1305131,6.0,200.0,Unknown
The Handmaiden,movie,Drama,2016-01-01,tt4016934,8.1,184749.0,Unknown
The Handmaiden,movie, Romance,2016-01-01,tt4016934,8.1,184749.0,Unknown
The Handmaiden,movie, Thriller,2016-01-01,tt4016934,8.1,184749.0,Unknown
Ataru: The First Love & the Last Kill,movie,Drama,2013-01-01,tt2621378,5.6,118.0,Unknown
Man on the Run,movie,Crime,1949-01-01,tt0040566,6.7,488.0,Unknown
Man on the Run,movie, Drama,1949-01-01,tt0040566,6.7,488.0,Unknown
Man on the Run,movie, Thriller,1949-01-01,tt0040566,6.7,488.0,Unknown
The Nice Guys,movie,Action,2016-01-01,tt3799694,7.4,389741.0,Unknown
The Nice Guys,movie, Comedy,2016-01-01,tt3799694,7.4,389741.0,Unknown
The Nice Guys,movie, Crime,2016-01-01,tt3799694,7.4,389741.0,Unknown
One Piece: 3D2Y - Overcome Ace's Death! Luffy's Vow to His Friends,movie,Action,2014-01-01,tt5098548,7.5,2064.0,Unknown
One Piece: 3D2Y - Overcome Ace's Death! Luffy's Vow to His Friends,movie, Adventure,2014-01-01,tt5098548,7.5,2064.0,Unknown
One Piece: 3D2Y - Overcome Ace's Death! Luffy's Vow to His Friends,movie, Animation,2014-01-01,tt5098548,7.5,2064.0,Unknown
A Free Woman,movie,Drama,1972-01-01,tt0069325,7.0,222.0,Unknown
The Mountain Between Us,movie,Drama,2017-01-01,tt2226597,6.4,85403.0,Unknown
The Mountain Between Us,movie, Thriller,2017-01-01,tt2226597,6.4,85403.0,Unknown
The Huntsman: Winter's War,movie,Action,2016-01-01,tt2381991,6.1,122869.0,Unknown
The Huntsman: Winter's War,movie, Adventure,2016-01-01,tt2381991,6.1,122869.0,Unknown
The Huntsman: Winter's War,movie, Drama,2016-01-01,tt2381991,6.1,122869.0,Unknown
"I, Superbiker: The War for Four",movie,Documentary,2014-01-01,tt4011652,4.0,43.0,Unknown
"I, Superbiker: The War for Four",movie, Sport,2014-01-01,tt4011652,4.0,43.0,Unknown
Never Die Young,movie,Documentary,2013-01-01,tt2936222,6.5,132.0,Unknown
Never Die Young,movie, Drama,2013-01-01,tt2936222,6.5,132.0,Unknown
Sniper: Legacy,movie,Action,2014-01-01,tt3776288,5.3,6314.0,Unknown
Sniper: Legacy,movie, Drama,2014-01-01,tt3776288,5.3,6314.0,Unknown
Sniper: Legacy,movie, Thriller,2014-01-01,tt3776288,5.3,6314.0,Unknown
Miss You Already,movie,Comedy,2015-01-01,tt2245003,6.8,20257.0,Unknown
Miss You Already,movie, Drama,2015-01-01,tt2245003,6.8,20257.0,Unknown
Miss You Already,movie, Romance,2015-01-01,tt2245003,6.8,20257.0,Unknown
Tracers,movie,Action,2015-01-01,tt2401097,5.6,20421.0,Unknown
Tracers,movie, Crime,2015-01-01,tt2401097,5.6,20421.0,Unknown
Tracers,movie, Drama,2015-01-01,tt2401097,5.6,20421.0,Unknown
Court,movie,Drama,2014-01-01,tt3717068,7.6,5492.0,Unknown
Terminator: Dark Fate,movie,Action,2019-01-01,tt6450804,6.2,201934.0,Unknown
Terminator: Dark Fate,movie, Adventure,2019-01-01,tt6450804,6.2,201934.0,Unknown
Terminator: Dark Fate,movie, Sci-Fi,2019-01-01,tt6450804,6.2,201934.0,Unknown
Man for a Day,movie,Documentary,2012-01-01,tt2155337,7.0,91.0,Unknown
Kung Fu Jungle,movie,Action,2014-01-01,tt2952602,6.4,12324.0,Unknown
Kung Fu Jungle,movie, Crime,2014-01-01,tt2952602,6.4,12324.0,Unknown
Kung Fu Jungle,movie, Thriller,2014-01-01,tt2952602,6.4,12324.0,Unknown
Tazza: The Hidden Card,movie,Crime,2014-01-01,tt3402110,6.8,2770.0,Unknown
Tazza: The Hidden Card,movie, Drama,2014-01-01,tt3402110,6.8,2770.0,Unknown
Image,movie,Thriller,2014-01-01,tt3089922,6.4,1345.0,Unknown
Red Riding: The Year of Our Lord 1974,movie,Crime,2009-01-01,tt1259574,6.9,14350.0,Unknown
Red Riding: The Year of Our Lord 1974,movie, Drama,2009-01-01,tt1259574,6.9,14350.0,Unknown
Red Riding: The Year of Our Lord 1974,movie, History,2009-01-01,tt1259574,6.9,14350.0,Unknown
Red Riding: The Year of Our Lord 1980,movie,Crime,2009-01-01,tt1260581,7.1,9969.0,Unknown
Red Riding: The Year of Our Lord 1980,movie, Drama,2009-01-01,tt1260581,7.1,9969.0,Unknown
Red Riding: The Year of Our Lord 1980,movie, History,2009-01-01,tt1260581,7.1,9969.0,Unknown
Red Riding: The Year of Our Lord 1983,movie,Crime,2009-01-01,tt1259573,7.1,8666.0,Unknown
Red Riding: The Year of Our Lord 1983,movie, Drama,2009-01-01,tt1259573,7.1,8666.0,Unknown
Red Riding: The Year of Our Lord 1983,movie, History,2009-01-01,tt1259573,7.1,8666.0,Unknown
Bevor der letzte Vorhang fällt,movie,Documentary,2014-01-01,tt3567802,7.4,103.0,Unknown
Bevor der letzte Vorhang fällt,movie, Musical,2014-01-01,tt3567802,7.4,103.0,Unknown
Khoobsurat,movie,Comedy,2014-01-01,tt3554418,6.4,9341.0,Unknown
Khoobsurat,movie, Romance,2014-01-01,tt3554418,6.4,9341.0,Unknown
The Family Fang,movie,Comedy,2015-01-01,tt2097331,6.1,10275.0,Unknown
The Family Fang,movie, Drama,2015-01-01,tt2097331,6.1,10275.0,Unknown
The Family Fang,movie, Mystery,2015-01-01,tt2097331,6.1,10275.0,Unknown
Unlocked,movie,Action,2017-01-01,tt1734493,6.3,39631.0,Unknown
Unlocked,movie, Thriller,2017-01-01,tt1734493,6.3,39631.0,Unknown
Rules Don't Apply,movie,Comedy,2016-01-01,tt1974420,5.7,11894.0,Unknown
Rules Don't Apply,movie, Drama,2016-01-01,tt1974420,5.7,11894.0,Unknown
Rules Don't Apply,movie, Romance,2016-01-01,tt1974420,5.7,11894.0,Unknown
Nowitzki: The Perfect Shot,movie,Biography,2014-01-01,tt3626804,7.5,2241.0,Unknown
Nowitzki: The Perfect Shot,movie, Documentary,2014-01-01,tt3626804,7.5,2241.0,Unknown
Nowitzki: The Perfect Shot,movie, Sport,2014-01-01,tt3626804,7.5,2241.0,Unknown
Mad Dogs,movie,Comedy,2002-01-01,tt0352547,4.0,286.0,Unknown
Mad Dogs,movie, Drama,2002-01-01,tt0352547,4.0,286.0,Unknown
Mad Dogs,movie, Sci-Fi,2002-01-01,tt0352547,4.0,286.0,Unknown
Within,movie,Horror,2016-01-01,tt3612320,5.1,8042.0,Unknown
Within,movie, Thriller,2016-01-01,tt3612320,5.1,8042.0,Unknown
Assassination,movie,Action,2015-01-01,tt3501416,7.2,8309.0,Unknown
Assassination,movie, Drama,2015-01-01,tt3501416,7.2,8309.0,Unknown
Assassination,movie, Thriller,2015-01-01,tt3501416,7.2,8309.0,Unknown
Farewells,movie,Drama,1966-01-01,tt0128916,5.8,95.0,Unknown
Now You See Me 2,movie,Action,2016-01-01,tt3110958,6.4,334189.0,Unknown
Now You See Me 2,movie, Adventure,2016-01-01,tt3110958,6.4,334189.0,Unknown
Now You See Me 2,movie, Comedy,2016-01-01,tt3110958,6.4,334189.0,Unknown
Dirty Grandpa,movie,Comedy,2016-01-01,tt1860213,5.9,137078.0,Unknown
Richard Jewell,movie,Biography,2019-01-01,tt3513548,7.5,101865.0,Unknown
Richard Jewell,movie, Crime,2019-01-01,tt3513548,7.5,101865.0,Unknown
Richard Jewell,movie, Drama,2019-01-01,tt3513548,7.5,101865.0,Unknown
Tempestad,movie,Documentary,2016-01-01,tt3800560,7.8,946.0,Unknown
20 Rules!,movie,Comedy,2014-01-01,tt2967304,5.9,54.0,Unknown
20 Rules!,movie, Romance,2014-01-01,tt2967304,5.9,54.0,Unknown
100,movie,Drama,2008-01-01,tt1244491,7.9,81.0,Unknown
My Dog Dou Dou,movie,Drama,2012-01-01,tt3635152,6.0,18.0,Unknown
Daddy,movie,Documentary,2004-01-01,tt0427936,7.6,194.0,Unknown
Killing Dad or How to Love Your Mother,movie,Comedy,1989-01-01,tt0097667,4.4,275.0,Unknown
The Swimmers,movie,Drama,2014-01-01,tt3788392,5.7,819.0,Unknown
The Swimmers,movie, Horror,2014-01-01,tt3788392,5.7,819.0,Unknown
The Swimmers,movie, Mystery,2014-01-01,tt3788392,5.7,819.0,Unknown
Negociador,movie,Comedy,2014-01-01,tt3626760,6.2,969.0,Unknown
Negociador,movie, Drama,2014-01-01,tt3626760,6.2,969.0,Unknown
Flower & Snake: Zero,movie,Horror,2014-01-01,tt3421616,4.6,607.0,Unknown
Flower & Snake: Zero,movie, Thriller,2014-01-01,tt3421616,4.6,607.0,Unknown
Ring of Treason,movie,Crime,1964-01-01,tt0057458,6.5,511.0,Unknown
Ring of Treason,movie, Drama,1964-01-01,tt0057458,6.5,511.0,Unknown
Ring of Treason,movie, Thriller,1964-01-01,tt0057458,6.5,511.0,Unknown
One Third,movie,Crime,2014-01-01,tt2727322,6.3,240.0,Unknown
One Third,movie, Drama,2014-01-01,tt2727322,6.3,240.0,Unknown
Dabbe 5: Curse of the Jinn,movie,Horror,2014-01-01,tt3886722,5.9,4610.0,Unknown
Love or Death,movie,Family,2014-01-01,tt4176984,5.7,198.0,Unknown
Segrt Hlapic,movie,Adventure,2013-01-01,tt2590900,5.4,393.0,Unknown
Segrt Hlapic,movie, Family,2013-01-01,tt2590900,5.4,393.0,Unknown
Pallieter,movie,Drama,1976-01-01,tt0073509,6.2,300.0,Unknown
Pallieter,movie, Romance,1976-01-01,tt0073509,6.2,300.0,Unknown
Terror at the Mall,movie,Documentary,2014-01-01,tt4007554,8.0,958.0,Unknown
Terror at the Mall,movie, History,2014-01-01,tt4007554,8.0,958.0,Unknown
Kong: Skull Island,movie,Action,2017-01-01,tt3731562,6.7,360465.0,Unknown
Kong: Skull Island,movie, Adventure,2017-01-01,tt3731562,6.7,360465.0,Unknown
Kong: Skull Island,movie, Fantasy,2017-01-01,tt3731562,6.7,360465.0,Unknown
Ushijima the Loan Shark,movie,Crime,2012-01-01,tt2013299,6.1,252.0,Unknown
Ushijima the Loan Shark,movie, Drama,2012-01-01,tt2013299,6.1,252.0,Unknown
Inside Men,movie,Crime,2015-01-01,tt3779028,7.0,4358.0,Unknown
Inside Men,movie, Drama,2015-01-01,tt3779028,7.0,4358.0,Unknown
Inside Men,movie, Thriller,2015-01-01,tt3779028,7.0,4358.0,Unknown
The Disappointments Room,movie,Drama,2016-01-01,tt2364897,3.9,11088.0,Unknown
The Disappointments Room,movie, Horror,2016-01-01,tt2364897,3.9,11088.0,Unknown
The Disappointments Room,movie, Thriller,2016-01-01,tt2364897,3.9,11088.0,Unknown
Filmed in Supermarionation,movie,Documentary,2014-01-01,tt3702706,7.4,553.0,Unknown
Filmed in Supermarionation,movie, History,2014-01-01,tt3702706,7.4,553.0,Unknown
The 33,movie,Biography,2015-01-01,tt2006295,6.9,40515.0,Unknown
The 33,movie, Drama,2015-01-01,tt2006295,6.9,40515.0,Unknown
The 33,movie, History,2015-01-01,tt2006295,6.9,40515.0,Unknown
The Wailing,movie,Drama,2016-01-01,tt5215952,7.4,89252.0,Unknown
The Wailing,movie, Horror,2016-01-01,tt5215952,7.4,89252.0,Unknown
The Lady with a Lamp,movie,Drama,1951-01-01,tt0043724,6.4,240.0,Unknown
The Lady with a Lamp,movie, History,1951-01-01,tt0043724,6.4,240.0,Unknown
The Lady with a Lamp,movie, War,1951-01-01,tt0043724,6.4,240.0,Unknown
Billy Lynn's Long Halftime Walk,movie,Action,2016-01-01,tt2513074,6.2,24533.0,Unknown
Billy Lynn's Long Halftime Walk,movie, Drama,2016-01-01,tt2513074,6.2,24533.0,Unknown
Billy Lynn's Long Halftime Walk,movie, Sport,2016-01-01,tt2513074,6.2,24533.0,Unknown
Kidnap,movie,Action,2017-01-01,tt1458169,5.9,40009.0,Unknown
Kidnap,movie, Crime,2017-01-01,tt1458169,5.9,40009.0,Unknown
Kidnap,movie, Thriller,2017-01-01,tt1458169,5.9,40009.0,Unknown
The Quiet Hour,movie,Drama,2014-01-01,tt2645188,4.6,1684.0,Unknown
The Quiet Hour,movie, Sci-Fi,2014-01-01,tt2645188,4.6,1684.0,Unknown
The Quiet Hour,movie, Thriller,2014-01-01,tt2645188,4.6,1684.0,Unknown
The Final Girls,movie,Comedy,2015-01-01,tt2118624,6.5,54263.0,Unknown
The Final Girls,movie, Fantasy,2015-01-01,tt2118624,6.5,54263.0,Unknown
The Final Girls,movie, Horror,2015-01-01,tt2118624,6.5,54263.0,Unknown
Warsaw 44,movie,Drama,2014-01-01,tt3765326,6.6,6960.0,Unknown
Warsaw 44,movie, History,2014-01-01,tt3765326,6.6,6960.0,Unknown
Warsaw 44,movie, Romance,2014-01-01,tt3765326,6.6,6960.0,Unknown
The Boy with the Golden Pants,movie,Adventure,2014-01-01,tt3126460,5.4,914.0,Unknown
The Boy with the Golden Pants,movie, Family,2014-01-01,tt3126460,5.4,914.0,Unknown
The Boy with the Golden Pants,movie, Fantasy,2014-01-01,tt3126460,5.4,914.0,Unknown
Ending Note: Death of a Japanese Salaryman,movie,Documentary,2011-01-01,tt1941516,7.3,106.0,Unknown
"Anche se volessi lavorare, che faccio?",movie,Comedy,1972-01-01,tt0068209,5.7,108.0,Unknown
Lou! Journal infime,movie,Comedy,2014-01-01,tt3202098,6.0,662.0,Unknown
Pale Moon,movie,Drama,2014-01-01,tt3560492,6.9,977.0,Unknown
Little Forest: Summer/Autumn,movie,Drama,2014-01-01,tt3474600,7.6,3672.0,Unknown
Dummie the Mummy and the Golden Scarabee,movie,Adventure,2014-01-01,tt3627000,5.9,379.0,Unknown
Dummie the Mummy and the Golden Scarabee,movie, Comedy,2014-01-01,tt3627000,5.9,379.0,Unknown
Dummie the Mummy and the Golden Scarabee,movie, Family,2014-01-01,tt3627000,5.9,379.0,Unknown
Patria,movie,Drama,2014-01-01,tt3915184,5.1,318.0,Unknown
Patria,movie, History,2014-01-01,tt3915184,5.1,318.0,Unknown
Patria,movie, War,2014-01-01,tt3915184,5.1,318.0,Unknown
Bone Tomahawk,movie,Drama,2015-01-01,tt2494362,7.1,128498.0,Unknown
Bone Tomahawk,movie, Horror,2015-01-01,tt2494362,7.1,128498.0,Unknown
Bone Tomahawk,movie, Western,2015-01-01,tt2494362,7.1,128498.0,Unknown
