title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
American Beauty,movie,Drama,1999-01-01,tt0169547,8.3,1240541.0,Unknown
The Fifth Element,movie,Action,1997-01-01,tt0119116,7.6,522460.0,Unknown
The Fifth Element,movie, Adventure,1997-01-01,tt0119116,7.6,522460.0,Unknown
The Fifth Element,movie, Sci-Fi,1997-01-01,tt0119116,7.6,522460.0,Unknown
Kill Bill: Vol. 1,movie,Action,2003-01-01,tt0266697,8.2,1237978.0,Unknown
Kill Bill: Vol. 1,movie, Crime,2003-01-01,tt0266697,8.2,1237978.0,Unknown
Kill Bill: Vol. 1,movie, Thriller,2003-01-01,tt0266697,8.2,1237978.0,Unknown
Jarhead,movie,Biography,2005-01-01,tt0418763,7.0,213885.0,Unknown
Jarhead,movie, Drama,2005-01-01,tt0418763,7.0,213885.0,Unknown
Jarhead,movie, War,2005-01-01,tt0418763,7.0,213885.0,Unknown
Unforgiven,movie,Drama,1992-01-01,tt0105695,8.2,449361.0,Unknown
Unforgiven,movie, Western,1992-01-01,tt0105695,8.2,449361.0,Unknown
Eternal Sunshine of the Spotless Mind,movie,Drama,2004-01-01,tt0338013,8.3,1124191.0,Unknown
Eternal Sunshine of the Spotless Mind,movie, Romance,2004-01-01,tt0338013,8.3,1124191.0,Unknown
Eternal Sunshine of the Spotless Mind,movie, Sci-Fi,2004-01-01,tt0338013,8.3,1124191.0,Unknown
Amores Perros,movie,Drama,2000-01-01,tt0245712,8.0,258992.0,Unknown
Amores Perros,movie, Thriller,2000-01-01,tt0245712,8.0,258992.0,Unknown
A History of Violence,movie,Action,2005-01-01,tt0399146,7.4,261993.0,Unknown
A History of Violence,movie, Crime,2005-01-01,tt0399146,7.4,261993.0,Unknown
A History of Violence,movie, Drama,2005-01-01,tt0399146,7.4,261993.0,Unknown
Talk to Her,movie,Drama,2002-01-01,tt0287467,7.9,119528.0,Unknown
Talk to Her,movie, Mystery,2002-01-01,tt0287467,7.9,119528.0,Unknown
Talk to Her,movie, Romance,2002-01-01,tt0287467,7.9,119528.0,Unknown
8 Mile,movie,Drama,2002-01-01,tt0298203,7.2,334484.0,Unknown
8 Mile,movie, Music,2002-01-01,tt0298203,7.2,334484.0,Unknown
Paradise Now,movie,Crime,2005-01-01,tt0445620,7.4,24430.0,Unknown
Paradise Now,movie, Drama,2005-01-01,tt0445620,7.4,24430.0,Unknown
Paradise Now,movie, Thriller,2005-01-01,tt0445620,7.4,24430.0,Unknown
Million Dollar Baby,movie,Drama,2004-01-01,tt0405159,8.1,740852.0,Unknown
Million Dollar Baby,movie, Sport,2004-01-01,tt0405159,8.1,740852.0,Unknown
American History X,movie,Crime,1998-01-01,tt0120586,8.5,1221781.0,Unknown
American History X,movie, Drama,1998-01-01,tt0120586,8.5,1221781.0,Unknown
Mars Attacks!,movie,Comedy,1996-01-01,tt0116996,6.4,250590.0,Unknown
Mars Attacks!,movie, Sci-Fi,1996-01-01,tt0116996,6.4,250590.0,Unknown
Before Sunrise,movie,Drama,1995-01-01,tt0112471,8.1,354783.0,Unknown
Before Sunrise,movie, Romance,1995-01-01,tt0112471,8.1,354783.0,Unknown
Memento,movie,Mystery,2000-01-01,tt0209144,8.4,1366070.0,Unknown
Memento,movie, Thriller,2000-01-01,tt0209144,8.4,1366070.0,Unknown
Hero,movie,Action,2002-01-01,tt0299977,7.9,190079.0,Unknown
Hero,movie, Adventure,2002-01-01,tt0299977,7.9,190079.0,Unknown
Hero,movie, Drama,2002-01-01,tt0299977,7.9,190079.0,Unknown
Before Sunset,movie,Drama,2004-01-01,tt0381681,8.1,299073.0,Unknown
Before Sunset,movie, Romance,2004-01-01,tt0381681,8.1,299073.0,Unknown
Nausicaä of the Valley of the Wind,movie,Adventure,1984-01-01,tt0087544,8.0,188922.0,Unknown
Nausicaä of the Valley of the Wind,movie, Animation,1984-01-01,tt0087544,8.0,188922.0,Unknown
Nausicaä of the Valley of the Wind,movie, Sci-Fi,1984-01-01,tt0087544,8.0,188922.0,Unknown
Open Water,movie,Adventure,2003-01-01,tt0374102,5.8,57651.0,Unknown
Open Water,movie, Drama,2003-01-01,tt0374102,5.8,57651.0,Unknown
Open Water,movie, Horror,2003-01-01,tt0374102,5.8,57651.0,Unknown
Raiders of the Lost Ark,movie,Action,1981-01-01,tt0082971,8.4,1066040.0,Unknown
Raiders of the Lost Ark,movie, Adventure,1981-01-01,tt0082971,8.4,1066040.0,Unknown
Indiana Jones and the Temple of Doom,movie,Action,1984-01-01,tt0087469,7.5,548585.0,Unknown
Indiana Jones and the Temple of Doom,movie, Adventure,1984-01-01,tt0087469,7.5,548585.0,Unknown
Dirty Dancing,movie,Drama,1987-01-01,tt0092890,7.1,266817.0,Unknown
Dirty Dancing,movie, Music,1987-01-01,tt0092890,7.1,266817.0,Unknown
Dirty Dancing,movie, Romance,1987-01-01,tt0092890,7.1,266817.0,Unknown
Indiana Jones and the Last Crusade,movie,Action,1989-01-01,tt0097576,8.2,832461.0,Unknown
Indiana Jones and the Last Crusade,movie, Adventure,1989-01-01,tt0097576,8.2,832461.0,Unknown
Beverly Hills Cop,movie,Action,1984-01-01,tt0086960,7.4,222146.0,Unknown
Beverly Hills Cop,movie, Comedy,1984-01-01,tt0086960,7.4,222146.0,Unknown
Beverly Hills Cop,movie, Crime,1984-01-01,tt0086960,7.4,222146.0,Unknown
Beverly Hills Cop II,movie,Action,1987-01-01,tt0092644,6.6,142462.0,Unknown
Beverly Hills Cop II,movie, Comedy,1987-01-01,tt0092644,6.6,142462.0,Unknown
Beverly Hills Cop II,movie, Crime,1987-01-01,tt0092644,6.6,142462.0,Unknown
Gladiator,movie,Action,2000-01-01,tt0172495,8.5,1734302.0,Unknown
Gladiator,movie, Adventure,2000-01-01,tt0172495,8.5,1734302.0,Unknown
Gladiator,movie, Drama,2000-01-01,tt0172495,8.5,1734302.0,Unknown
All About My Mother,movie,Comedy,1999-01-01,tt0185125,7.8,105871.0,Unknown
All About My Mother,movie, Drama,1999-01-01,tt0185125,7.8,105871.0,Unknown
All About My Mother,movie, Romance,1999-01-01,tt0185125,7.8,105871.0,Unknown
Léon: The Professional,movie,Action,1994-01-01,tt0110413,8.5,1291065.0,Unknown
Léon: The Professional,movie, Crime,1994-01-01,tt0110413,8.5,1291065.0,Unknown
Léon: The Professional,movie, Drama,1994-01-01,tt0110413,8.5,1291065.0,Unknown
Open Hearts,movie,Drama,2002-01-01,tt0315543,7.5,11212.0,Unknown
Open Hearts,movie, Romance,2002-01-01,tt0315543,7.5,11212.0,Unknown
Taxi Driver,movie,Crime,1976-01-01,tt0075314,8.2,966410.0,Unknown
Taxi Driver,movie, Drama,1976-01-01,tt0075314,8.2,966410.0,Unknown
Run Lola Run,movie,Action,1998-01-01,tt0130827,7.6,212272.0,Unknown
Run Lola Run,movie, Crime,1998-01-01,tt0130827,7.6,212272.0,Unknown
Run Lola Run,movie, Thriller,1998-01-01,tt0130827,7.6,212272.0,Unknown
Back to the Future,movie,Adventure,1985-01-01,tt0088763,8.5,1362063.0,Unknown
Back to the Future,movie, Comedy,1985-01-01,tt0088763,8.5,1362063.0,Unknown
Back to the Future,movie, Sci-Fi,1985-01-01,tt0088763,8.5,1362063.0,Unknown
Snatch,movie,Comedy,2000-01-01,tt0208092,8.2,937811.0,Unknown
Snatch,movie, Crime,2000-01-01,tt0208092,8.2,937811.0,Unknown
Scarface,movie,Crime,1983-01-01,tt0086250,8.3,953161.0,Unknown
Scarface,movie, Drama,1983-01-01,tt0086250,8.3,953161.0,Unknown
Italian for Beginners,movie,Comedy,2000-01-01,tt0243862,7.0,14127.0,Unknown
Italian for Beginners,movie, Drama,2000-01-01,tt0243862,7.0,14127.0,Unknown
Italian for Beginners,movie, Romance,2000-01-01,tt0243862,7.0,14127.0,Unknown
Charlie and the Chocolate Factory,movie,Adventure,2005-01-01,tt0367594,6.7,546702.0,Unknown
Charlie and the Chocolate Factory,movie, Comedy,2005-01-01,tt0367594,6.7,546702.0,Unknown
Charlie and the Chocolate Factory,movie, Family,2005-01-01,tt0367594,6.7,546702.0,Unknown
The Lord of the Rings: The Fellowship of the Ring,movie,Adventure,2001-01-01,tt0120737,8.9,2086193.0,Unknown
The Lord of the Rings: The Fellowship of the Ring,movie, Drama,2001-01-01,tt0120737,8.9,2086193.0,Unknown
The Lord of the Rings: The Fellowship of the Ring,movie, Fantasy,2001-01-01,tt0120737,8.9,2086193.0,Unknown
The Lord of the Rings: The Two Towers,movie,Adventure,2002-01-01,tt0167261,8.8,1853963.0,Unknown
The Lord of the Rings: The Two Towers,movie, Drama,2002-01-01,tt0167261,8.8,1853963.0,Unknown
The Lord of the Rings: The Two Towers,movie, Fantasy,2002-01-01,tt0167261,8.8,1853963.0,Unknown
The Lord of the Rings: The Return of the King,movie,Adventure,2003-01-01,tt0167260,9.0,2057150.0,Unknown
The Lord of the Rings: The Return of the King,movie, Drama,2003-01-01,tt0167260,9.0,2057150.0,Unknown
The Lord of the Rings: The Return of the King,movie, Fantasy,2003-01-01,tt0167260,9.0,2057150.0,Unknown
Princess Mononoke,movie,Adventure,1997-01-01,tt0119698,8.3,453806.0,Unknown
Princess Mononoke,movie, Animation,1997-01-01,tt0119698,8.3,453806.0,Unknown
Princess Mononoke,movie, Fantasy,1997-01-01,tt0119698,8.3,453806.0,Unknown
Spirited Away,movie,Adventure,2001-01-01,tt0245429,8.6,895950.0,Unknown
Spirited Away,movie, Animation,2001-01-01,tt0245429,8.6,895950.0,Unknown
Spirited Away,movie, Family,2001-01-01,tt0245429,8.6,895950.0,Unknown
"O Brother, Where Art Thou?",movie,Comedy,2000-01-01,tt0190590,7.7,339281.0,Unknown
"O Brother, Where Art Thou?",movie, Crime,2000-01-01,tt0190590,7.7,339281.0,Unknown
"O Brother, Where Art Thou?",movie, Drama,2000-01-01,tt0190590,7.7,339281.0,Unknown
Groundhog Day,movie,Comedy,1993-01-01,tt0107048,8.0,710182.0,Unknown
Groundhog Day,movie, Drama,1993-01-01,tt0107048,8.0,710182.0,Unknown
Groundhog Day,movie, Fantasy,1993-01-01,tt0107048,8.0,710182.0,Unknown
Bad Education,movie,Crime,2004-01-01,tt0275491,7.4,64668.0,Unknown
Bad Education,movie, Drama,2004-01-01,tt0275491,7.4,64668.0,Unknown
Donnie Darko,movie,Drama,2001-01-01,tt0246578,8.0,875256.0,Unknown
Donnie Darko,movie, Mystery,2001-01-01,tt0246578,8.0,875256.0,Unknown
Donnie Darko,movie, Sci-Fi,2001-01-01,tt0246578,8.0,875256.0,Unknown
Brokeback Mountain,movie,Drama,2005-01-01,tt0388795,7.7,397670.0,Unknown
Brokeback Mountain,movie, Romance,2005-01-01,tt0388795,7.7,397670.0,Unknown
Akira,movie,Animation,1988-01-01,tt0094625,8.0,213511.0,Unknown
Akira,movie, Drama,1988-01-01,tt0094625,8.0,213511.0,Unknown
Akira,movie, Fantasy,1988-01-01,tt0094625,8.0,213511.0,Unknown
Lost in Translation,movie,Comedy,2003-01-01,tt0335266,7.7,507135.0,Unknown
Lost in Translation,movie, Drama,2003-01-01,tt0335266,7.7,507135.0,Unknown
The Dark Knight,movie,Action,2008-01-01,tt0468569,9.0,2985446.0,Unknown
The Dark Knight,movie, Crime,2008-01-01,tt0468569,9.0,2985446.0,Unknown
The Dark Knight,movie, Drama,2008-01-01,tt0468569,9.0,2985446.0,Unknown
Ocean's Eleven,movie,Crime,2001-01-01,tt0240772,7.7,639826.0,Unknown
Ocean's Eleven,movie, Thriller,2001-01-01,tt0240772,7.7,639826.0,Unknown
Ocean's Twelve,movie,Crime,2004-01-01,tt0349903,6.5,423945.0,Unknown
Ocean's Twelve,movie, Thriller,2004-01-01,tt0349903,6.5,423945.0,Unknown
Back to the Future Part II,movie,Adventure,1989-01-01,tt0096874,7.8,592464.0,Unknown
Back to the Future Part II,movie, Comedy,1989-01-01,tt0096874,7.8,592464.0,Unknown
Back to the Future Part II,movie, Sci-Fi,1989-01-01,tt0096874,7.8,592464.0,Unknown
Saw,movie,Horror,2004-01-01,tt0387564,7.6,485359.0,Unknown
Saw,movie, Mystery,2004-01-01,tt0387564,7.6,485359.0,Unknown
Saw,movie, Thriller,2004-01-01,tt0387564,7.6,485359.0,Unknown
Minority Report,movie,Action,2002-01-01,tt0181689,7.6,598604.0,Unknown
Minority Report,movie, Crime,2002-01-01,tt0181689,7.6,598604.0,Unknown
Minority Report,movie, Mystery,2002-01-01,tt0181689,7.6,598604.0,Unknown
Jackie Brown,movie,Crime,1997-01-01,tt0119396,7.5,386968.0,Unknown
Jackie Brown,movie, Drama,1997-01-01,tt0119396,7.5,386968.0,Unknown
Jackie Brown,movie, Thriller,1997-01-01,tt0119396,7.5,386968.0,Unknown
Sin City: A Dame to Kill For,movie,Action,2014-01-01,tt0458481,6.5,173802.0,Unknown
Sin City: A Dame to Kill For,movie, Crime,2014-01-01,tt0458481,6.5,173802.0,Unknown
Sin City: A Dame to Kill For,movie, Thriller,2014-01-01,tt0458481,6.5,173802.0,Unknown
The Name of the Rose,movie,Drama,1986-01-01,tt0091605,7.7,121668.0,Unknown
The Name of the Rose,movie, Mystery,1986-01-01,tt0091605,7.7,121668.0,Unknown
The Name of the Rose,movie, Thriller,1986-01-01,tt0091605,7.7,121668.0,Unknown
Amélie,movie,Comedy,2001-01-01,tt0211915,8.3,813289.0,Unknown
Amélie,movie, Romance,2001-01-01,tt0211915,8.3,813289.0,Unknown
Back to the Future Part III,movie,Adventure,1990-01-01,tt0099088,7.5,496247.0,Unknown
Back to the Future Part III,movie, Comedy,1990-01-01,tt0099088,7.5,496247.0,Unknown
Back to the Future Part III,movie, Sci-Fi,1990-01-01,tt0099088,7.5,496247.0,Unknown
Saw III,movie,Horror,2006-01-01,tt0489270,6.2,219552.0,Unknown
Saw III,movie, Mystery,2006-01-01,tt0489270,6.2,219552.0,Unknown
Saw III,movie, Thriller,2006-01-01,tt0489270,6.2,219552.0,Unknown
Saw II,movie,Horror,2005-01-01,tt0432348,6.6,285742.0,Unknown
Saw II,movie, Mystery,2005-01-01,tt0432348,6.6,285742.0,Unknown
Indiana Jones and the Kingdom of the Crystal Skull,movie,Action,2008-01-01,tt0367882,6.2,500645.0,Unknown
Indiana Jones and the Kingdom of the Crystal Skull,movie, Adventure,2008-01-01,tt0367882,6.2,500645.0,Unknown
Volver,movie,Comedy,2006-01-01,tt0441909,7.6,109652.0,Unknown
Volver,movie, Drama,2006-01-01,tt0441909,7.6,109652.0,Unknown
Syriana,movie,Drama,2005-01-01,tt0365737,6.9,136019.0,Unknown
Syriana,movie, Thriller,2005-01-01,tt0365737,6.9,136019.0,Unknown
Stand by Me,movie,Adventure,1986-01-01,tt0092005,8.1,459082.0,Unknown
Stand by Me,movie, Comedy,1986-01-01,tt0092005,8.1,459082.0,Unknown
Stand by Me,movie, Drama,1986-01-01,tt0092005,8.1,459082.0,Unknown
The Godfather,movie,Crime,1972-01-01,tt0068646,9.2,2099074.0,Unknown
The Godfather,movie, Drama,1972-01-01,tt0068646,9.2,2099074.0,Unknown
The Godfather Part II,movie,Crime,1974-01-01,tt0071562,9.0,1414455.0,Unknown
The Godfather Part II,movie, Drama,1974-01-01,tt0071562,9.0,1414455.0,Unknown
In China They Eat Dogs,movie,Action,1999-01-01,tt0180748,7.3,23604.0,Unknown
In China They Eat Dogs,movie, Comedy,1999-01-01,tt0180748,7.3,23604.0,Unknown
In China They Eat Dogs,movie, Crime,1999-01-01,tt0180748,7.3,23604.0,Unknown
Ghost,movie,Drama,1990-01-01,tt0099653,7.1,245760.0,Unknown
Ghost,movie, Fantasy,1990-01-01,tt0099653,7.1,245760.0,Unknown
Ghost,movie, Romance,1990-01-01,tt0099653,7.1,245760.0,Unknown
King Kong,movie,Action,2005-01-01,tt0360717,7.2,456705.0,Unknown
King Kong,movie, Adventure,2005-01-01,tt0360717,7.2,456705.0,Unknown
King Kong,movie, Romance,2005-01-01,tt0360717,7.2,456705.0,Unknown
Live Flesh,movie,Drama,1997-01-01,tt0118819,7.3,34606.0,Unknown
Batman Begins,movie,Action,2005-01-01,tt0372784,8.2,1631067.0,Unknown
Batman Begins,movie, Drama,2005-01-01,tt0372784,8.2,1631067.0,Unknown
The Shawshank Redemption,movie,Drama,1994-01-01,tt0111161,9.3,3008037.0,Unknown
Terminator 2: Judgment Day,movie,Action,1991-01-01,tt0103064,8.6,1219675.0,Unknown
Terminator 2: Judgment Day,movie, Adventure,1991-01-01,tt0103064,8.6,1219675.0,Unknown
Terminator 2: Judgment Day,movie, Sci-Fi,1991-01-01,tt0103064,8.6,1219675.0,Unknown
A River Runs Through It,movie,Drama,1992-01-01,tt0105265,7.2,67336.0,Unknown
Terminator 3: Rise of the Machines,movie,Action,2003-01-01,tt0181852,6.3,426262.0,Unknown
Terminator 3: Rise of the Machines,movie, Sci-Fi,2003-01-01,tt0181852,6.3,426262.0,Unknown
Meet Joe Black,movie,Drama,1998-01-01,tt0119643,7.2,278648.0,Unknown
Meet Joe Black,movie, Fantasy,1998-01-01,tt0119643,7.2,278648.0,Unknown
Meet Joe Black,movie, Romance,1998-01-01,tt0119643,7.2,278648.0,Unknown
Ocean's Thirteen,movie,Crime,2007-01-01,tt0496806,6.9,375351.0,Unknown
Ocean's Thirteen,movie, Thriller,2007-01-01,tt0496806,6.9,375351.0,Unknown
Swimming Pool,movie,Crime,2003-01-01,tt0324133,6.7,49627.0,Unknown
Swimming Pool,movie, Drama,2003-01-01,tt0324133,6.7,49627.0,Unknown
Swimming Pool,movie, Mystery,2003-01-01,tt0324133,6.7,49627.0,Unknown
Beverly Hills Cop III,movie,Action,1994-01-01,tt0109254,5.5,96915.0,Unknown
Beverly Hills Cop III,movie, Comedy,1994-01-01,tt0109254,5.5,96915.0,Unknown
Beverly Hills Cop III,movie, Crime,1994-01-01,tt0109254,5.5,96915.0,Unknown
Bruce Almighty,movie,Comedy,2003-01-01,tt0315327,6.8,448490.0,Unknown
Bruce Almighty,movie, Fantasy,2003-01-01,tt0315327,6.8,448490.0,Unknown
Mystic River,movie,Crime,2003-01-01,tt0327056,7.9,500014.0,Unknown
Mystic River,movie, Drama,2003-01-01,tt0327056,7.9,500014.0,Unknown
Mystic River,movie, Mystery,2003-01-01,tt0327056,7.9,500014.0,Unknown
Jurassic Park,movie,Action,1993-01-01,tt0107290,8.2,1106923.0,Unknown
Jurassic Park,movie, Adventure,1993-01-01,tt0107290,8.2,1106923.0,Unknown
Jurassic Park,movie, Sci-Fi,1993-01-01,tt0107290,8.2,1106923.0,Unknown
The Lost World: Jurassic Park,movie,Action,1997-01-01,tt0119567,6.6,455696.0,Unknown
The Lost World: Jurassic Park,movie, Adventure,1997-01-01,tt0119567,6.6,455696.0,Unknown
The Lost World: Jurassic Park,movie, Sci-Fi,1997-01-01,tt0119567,6.6,455696.0,Unknown
Jurassic Park III,movie,Action,2001-01-01,tt0163025,5.9,349919.0,Unknown
Jurassic Park III,movie, Adventure,2001-01-01,tt0163025,5.9,349919.0,Unknown
Jurassic Park III,movie, Sci-Fi,2001-01-01,tt0163025,5.9,349919.0,Unknown
Once Upon a Time in the West,movie,Drama,1968-01-01,tt0064116,8.5,364195.0,Unknown
Once Upon a Time in the West,movie, Western,1968-01-01,tt0064116,8.5,364195.0,Unknown
Eyes Wide Shut,movie,Drama,1999-01-01,tt0120663,7.5,394371.0,Unknown
Eyes Wide Shut,movie, Mystery,1999-01-01,tt0120663,7.5,394371.0,Unknown
Eyes Wide Shut,movie, Thriller,1999-01-01,tt0120663,7.5,394371.0,Unknown
Das Boot,movie,Drama,1981-01-01,tt0082096,8.4,276998.0,Unknown
Das Boot,movie, War,1981-01-01,tt0082096,8.4,276998.0,Unknown
Inside Man,movie,Crime,2006-01-01,tt0454848,7.6,409276.0,Unknown
Inside Man,movie, Drama,2006-01-01,tt0454848,7.6,409276.0,Unknown
Inside Man,movie, Mystery,2006-01-01,tt0454848,7.6,409276.0,Unknown
A Fistful of Dollars,movie,Drama,1964-01-01,tt0058461,7.9,241361.0,Unknown
A Fistful of Dollars,movie, Western,1964-01-01,tt0058461,7.9,241361.0,Unknown
Chocolat,movie,Drama,2000-01-01,tt0241303,7.2,205855.0,Unknown
Chocolat,movie, Romance,2000-01-01,tt0241303,7.2,205855.0,Unknown
Kill Bill: Vol. 2,movie,Action,2004-01-01,tt0378194,8.0,830836.0,Unknown
Kill Bill: Vol. 2,movie, Crime,2004-01-01,tt0378194,8.0,830836.0,Unknown
Kill Bill: Vol. 2,movie, Thriller,2004-01-01,tt0378194,8.0,830836.0,Unknown
Basic Instinct,movie,Drama,1992-01-01,tt0103772,7.1,229036.0,Unknown
Basic Instinct,movie, Mystery,1992-01-01,tt0103772,7.1,229036.0,Unknown
Basic Instinct,movie, Thriller,1992-01-01,tt0103772,7.1,229036.0,Unknown
Driving Miss Daisy,movie,Comedy,1989-01-01,tt0097239,7.3,120141.0,Unknown
Driving Miss Daisy,movie, Drama,1989-01-01,tt0097239,7.3,120141.0,Unknown
Summer in Berlin,movie,Drama,2005-01-01,tt0477877,6.9,3019.0,Unknown
The Pianist,movie,Biography,2002-01-01,tt0253474,8.5,955988.0,Unknown
The Pianist,movie, Drama,2002-01-01,tt0253474,8.5,955988.0,Unknown
The Pianist,movie, Music,2002-01-01,tt0253474,8.5,955988.0,Unknown
Schindler's List,movie,Biography,1993-01-01,tt0108052,9.0,1506805.0,Unknown
Schindler's List,movie, Drama,1993-01-01,tt0108052,9.0,1506805.0,Unknown
Schindler's List,movie, History,1993-01-01,tt0108052,9.0,1506805.0,Unknown
The Day After Tomorrow,movie,Action,2004-01-01,tt0319262,6.5,493360.0,Unknown
The Day After Tomorrow,movie, Adventure,2004-01-01,tt0319262,6.5,493360.0,Unknown
The Day After Tomorrow,movie, Sci-Fi,2004-01-01,tt0319262,6.5,493360.0,Unknown
Sissi,movie,Comedy,1955-01-01,tt0048624,7.0,10478.0,Unknown
Sissi,movie, Drama,1955-01-01,tt0048624,7.0,10478.0,Unknown
Sissi,movie, History,1955-01-01,tt0048624,7.0,10478.0,Unknown
Sissi: The Young Empress,movie,Drama,1956-01-01,tt0049762,6.6,7651.0,Unknown
Sissi: The Young Empress,movie, History,1956-01-01,tt0049762,6.6,7651.0,Unknown
Sissi: The Fateful Years of an Empress,movie,Drama,1957-01-01,tt0050974,6.6,6249.0,Unknown
Sissi: The Fateful Years of an Empress,movie, History,1957-01-01,tt0050974,6.6,6249.0,Unknown
Sissi: The Fateful Years of an Empress,movie, Romance,1957-01-01,tt0050974,6.6,6249.0,Unknown
Erin Brockovich,movie,Biography,2000-01-01,tt0195685,7.5,231157.0,Unknown
Erin Brockovich,movie, Drama,2000-01-01,tt0195685,7.5,231157.0,Unknown
As It Is in Heaven,movie,Comedy,2004-01-01,tt0382330,7.5,18640.0,Unknown
As It Is in Heaven,movie, Drama,2004-01-01,tt0382330,7.5,18640.0,Unknown
As It Is in Heaven,movie, Music,2004-01-01,tt0382330,7.5,18640.0,Unknown
My Own Private Idaho,movie,Drama,1991-01-01,tt0102494,6.9,64010.0,Unknown
The African Queen,movie,Adventure,1951-01-01,tt0043265,7.7,86305.0,Unknown
The African Queen,movie, Drama,1951-01-01,tt0043265,7.7,86305.0,Unknown
The African Queen,movie, Romance,1951-01-01,tt0043265,7.7,86305.0,Unknown
Good Will Hunting,movie,Drama,1997-01-01,tt0119217,8.3,1122544.0,Unknown
Good Will Hunting,movie, Romance,1997-01-01,tt0119217,8.3,1122544.0,Unknown
The Seventh Seal,movie,Drama,1957-01-01,tt0050976,8.1,206021.0,Unknown
The Seventh Seal,movie, Fantasy,1957-01-01,tt0050976,8.1,206021.0,Unknown
The Green Mile,movie,Crime,1999-01-01,tt0120689,8.6,1468798.0,Unknown
The Green Mile,movie, Drama,1999-01-01,tt0120689,8.6,1468798.0,Unknown
The Green Mile,movie, Fantasy,1999-01-01,tt0120689,8.6,1468798.0,Unknown
Reservoir Dogs,movie,Crime,1992-01-01,tt0105236,8.3,1123085.0,Unknown
Reservoir Dogs,movie, Thriller,1992-01-01,tt0105236,8.3,1123085.0,Unknown
Poseidon,movie,Action,2006-01-01,tt0409182,5.7,112501.0,Unknown
Poseidon,movie, Adventure,2006-01-01,tt0409182,5.7,112501.0,Unknown
Poseidon,movie, Thriller,2006-01-01,tt0409182,5.7,112501.0,Unknown
Monster,movie,Biography,2003-01-01,tt0340855,7.3,166605.0,Unknown
Monster,movie, Crime,2003-01-01,tt0340855,7.3,166605.0,Unknown
Monster,movie, Drama,2003-01-01,tt0340855,7.3,166605.0,Unknown
Marnie,movie,Crime,1964-01-01,tt0058329,7.1,55795.0,Unknown
Marnie,movie, Drama,1964-01-01,tt0058329,7.1,55795.0,Unknown
Marnie,movie, Mystery,1964-01-01,tt0058329,7.1,55795.0,Unknown
Love Actually,movie,Comedy,2003-01-01,tt0314331,7.6,556051.0,Unknown
Love Actually,movie, Drama,2003-01-01,tt0314331,7.6,556051.0,Unknown
Love Actually,movie, Romance,2003-01-01,tt0314331,7.6,556051.0,Unknown
Notting Hill,movie,Comedy,1999-01-01,tt0125439,7.2,360622.0,Unknown
Notting Hill,movie, Drama,1999-01-01,tt0125439,7.2,360622.0,Unknown
Notting Hill,movie, Romance,1999-01-01,tt0125439,7.2,360622.0,Unknown
One Flew Over the Cuckoo's Nest,movie,Drama,1975-01-01,tt0073486,8.7,1107188.0,Unknown
Casino,movie,Crime,1995-01-01,tt0112641,8.2,585812.0,Unknown
Casino,movie, Drama,1995-01-01,tt0112641,8.2,585812.0,Unknown
Once Were Warriors,movie,Crime,1994-01-01,tt0110729,7.9,37898.0,Unknown
Once Were Warriors,movie, Drama,1994-01-01,tt0110729,7.9,37898.0,Unknown
Terminator Salvation,movie,Action,2009-01-01,tt0438488,6.5,384158.0,Unknown
Terminator Salvation,movie, Adventure,2009-01-01,tt0438488,6.5,384158.0,Unknown
Terminator Salvation,movie, Sci-Fi,2009-01-01,tt0438488,6.5,384158.0,Unknown
Flashdance,movie,Drama,1983-01-01,tt0085549,6.2,61485.0,Unknown
Flashdance,movie, Music,1983-01-01,tt0085549,6.2,61485.0,Unknown
Flashdance,movie, Romance,1983-01-01,tt0085549,6.2,61485.0,Unknown
Rashomon,movie,Crime,1950-01-01,tt0042876,8.2,187467.0,Unknown
Rashomon,movie, Drama,1950-01-01,tt0042876,8.2,187467.0,Unknown
Rashomon,movie, Mystery,1950-01-01,tt0042876,8.2,187467.0,Unknown
Spider-Man,movie,Action,2002-01-01,tt0145487,7.4,913210.0,Unknown
Spider-Man,movie, Adventure,2002-01-01,tt0145487,7.4,913210.0,Unknown
Spider-Man,movie, Sci-Fi,2002-01-01,tt0145487,7.4,913210.0,Unknown
Spider-Man 2,movie,Action,2004-01-01,tt0316654,7.5,737709.0,Unknown
Spider-Man 2,movie, Adventure,2004-01-01,tt0316654,7.5,737709.0,Unknown
Spider-Man 2,movie, Sci-Fi,2004-01-01,tt0316654,7.5,737709.0,Unknown
Spider-Man 3,movie,Action,2007-01-01,tt0413300,6.3,661491.0,Unknown
Spider-Man 3,movie, Adventure,2007-01-01,tt0413300,6.3,661491.0,Unknown
Spider-Man 3,movie, Sci-Fi,2007-01-01,tt0413300,6.3,661491.0,Unknown
Constantine,movie,Action,2005-01-01,tt0360486,7.0,388227.0,Unknown
Constantine,movie, Fantasy,2005-01-01,tt0360486,7.0,388227.0,Unknown
Constantine,movie, Horror,2005-01-01,tt0360486,7.0,388227.0,Unknown
The Mummy,movie,Action,1999-01-01,tt0120616,7.1,478048.0,Unknown
The Mummy,movie, Adventure,1999-01-01,tt0120616,7.1,478048.0,Unknown
The Mummy,movie, Fantasy,1999-01-01,tt0120616,7.1,478048.0,Unknown
